filepath,category,source
C:\Users\ajayp\Downloads\CPP_Study_Notes_Modules_4_5.md,Code / Terminal,zero-shot(0.2377)
C:\Users\ajayp\Downloads\Inheritance_Study_Notes.pdf,Code / Terminal,zero-shot(0.2378)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ELA_2026-02-03_Examples-_pipe.pdf,Code / Terminal,zero-shot(0.24)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2026-01-17_CPU-Scheduling.pdf,Other,zero-shot(0.2408)
C:\Users\ajayp\Downloads\Assessment_5 (1).pdf,Code / Terminal,zero-shot(0.2414)
C:\Users\ajayp\Downloads\9- Working with PDFs (1).mp4,Document / Article,zero-shot(0.2417)
C:\Users\ajayp\Downloads\IMG-20260112-WA0250.jpg,Photo,zero-shot(0.2418)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\14- Sharing a Template Across Multiple Apps.mp4,UI / Design,zero-shot(0.2426)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_ilovepdf_merged.pdf.pdf,Document / Article,zero-shot(0.2427)
C:\Users\ajayp\Downloads\IMG_20250713_143614.jpg,Photo,zero-shot(0.2428)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\7- Preparing the Data.mp4,Chart / Data,zero-shot(0.243)
C:\Users\ajayp\Downloads\Inheritance_Study_Notes.docx,Code / Terminal,zero-shot(0.2436)
C:\Users\ajayp\Downloads\preview-9781315355818_A29109711.epub,Other,zero-shot(0.2445)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE104_00100_ETH_2026-01-20_Module-1.pdf,Code / Terminal,zero-shot(0.2445)
C:\Users\ajayp\Downloads\VIT - Vellore.pdf,Other,zero-shot(0.2456)
C:\Users\ajayp\Downloads\520176004_17889939963291569_3039861627625471660_n.jpg,Other,zero-shot(0.248)
C:\Users\ajayp\Downloads\exp 9 OS.pdf,Code / Terminal,zero-shot(0.2493)
C:\Users\ajayp\Downloads\BMAT102L-CAT-1-C1-2022-2023.pdf,Other,zero-shot(0.2496)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2025-12-13_Module1.pdf,Code / Terminal,zero-shot(0.2504)
C:\Users\ajayp\Downloads\inc2.pdf,Code / Terminal,zero-shot(0.2507)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-09_Hashing.pptx,Other,zero-shot(0.2509)
C:\Users\ajayp\Downloads\10- Working with Excel Spreadsheets (1).mp4,Chart / Data,zero-shot(0.2514)
C:\Users\ajayp\Downloads\C_Programming_Study_Guide (1).docx,Code / Terminal,zero-shot(0.252)
C:\Users\ajayp\Downloads\C_Programming_Study_Guide.docx,Code / Terminal,zero-shot(0.252)
C:\Users\ajayp\Downloads\files (1).zip,Other,zero-shot(0.252)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE104_00100_ETH_2026-01-11_Module-1.pdf,Code / Terminal,zero-shot(0.2521)
C:\Users\ajayp\Downloads\7- Working with JSON Files.mp4,Code / Terminal,zero-shot(0.2524)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\7- Working with JSON Files.mp4,Code / Terminal,zero-shot(0.2524)
C:\Users\ajayp\Downloads\Gemini_Generated_Image_xjwgalxjwgalxjwg.png,Other,zero-shot(0.254)
C:\Users\ajayp\Downloads\8- Working with a SQLite Database.mp4,Code / Terminal,zero-shot(0.2542)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\8- Working with a SQLite Database.mp4,Code / Terminal,zero-shot(0.2542)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\2- Primitive Types\8- Working with Numbers.mp4,Chart / Data,zero-shot(0.2544)
C:\Users\ajayp\Downloads\BoilerplateHub-code-snippet.png,Code / Terminal,zero-shot(0.2564)
C:\Users\ajayp\Downloads\_Feel free to ask if you need a deeper dive into one of the specific sections!.pdf,Code / Terminal,zero-shot(0.2572)
C:\Users\ajayp\Downloads\_Feel free to ask if you need a deeper dive into one of the specific sections!edit.pdf,Code / Terminal,zero-shot(0.2572)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\20- Adding the Homepage.mp4,UI / Design,zero-shot(0.2577)
C:\Users\ajayp\Downloads\embbeded sys.html,Other,zero-shot(0.2584)
C:\Users\ajayp\Downloads\VL2025260504667_AST01.pdf,Code / Terminal,zero-shot(0.2588)
C:\Users\ajayp\Downloads\wallapaper\87a01c3d9319ba24953a3e41220ba1cd.jpg,Other,zero-shot(0.2607)
C:\Users\ajayp\Downloads\Antigravity.exe,Other,zero-shot(0.2608)
C:\Users\ajayp\Downloads\VTOP RECEIPT.pdf,Receipt / Invoice,zero-shot(0.261)
C:\Users\ajayp\Downloads\Manual_copy_-_Assessment_5[1].pdf,Code / Terminal,zero-shot(0.2611)
C:\Users\ajayp\Downloads\VL2025260504667_AST02 (1).pdf,Code / Terminal,zero-shot(0.2617)
C:\Users\ajayp\Downloads\VL2025260504667_AST02.pdf,Code / Terminal,zero-shot(0.2617)
C:\Users\ajayp\Downloads\BMAT102L-CAT-1-A1-2024-2025.pdf,Other,zero-shot(0.2627)
C:\Users\ajayp\Downloads\Array Based Implementation of List Stack and Queue.pdf,Code / Terminal,zero-shot(0.2635)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\2- Installing Python.mp4,Code / Terminal,zero-shot(0.2641)
C:\Users\ajayp\Downloads\ilovepdf_converted.zip,Document / Article,zero-shot(0.2663)
C:\Users\ajayp\Downloads\BCSE303L-CAT-1-C2-2025-2026 (1).pdf,Other,zero-shot(0.2669)
C:\Users\ajayp\Downloads\dfs.cpp,Other,zero-shot(0.2671)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-12_LIFO-FIFO (1).pptx,Other,zero-shot(0.2677)
C:\Users\ajayp\Downloads\Adobe Scan 11 Mar 2026.pdf,Document / Article,zero-shot(0.2684)
C:\Users\ajayp\Downloads\index_1.html,Other,zero-shot(0.2691)
C:\Users\ajayp\Downloads\pyc in eve.html,Other,zero-shot(0.2698)
C:\Users\ajayp\Downloads\android-studio-panda4-windows.exe,Code / Terminal,zero-shot(0.27)
C:\Users\ajayp\Downloads\25BCE2061_VL2025260504478_AST03.pdf,Code / Terminal,zero-shot(0.2705)
C:\Users\ajayp\Downloads\exp 8 OS.pdf,Code / Terminal,zero-shot(0.2705)
C:\Users\ajayp\Downloads\exp 8 OS_merged.pdf,Code / Terminal,zero-shot(0.2705)
C:\Users\ajayp\Downloads\Expense Tracker\.git\COMMIT_EDITMSG,Code / Terminal,zero-shot(0.2705)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST03.pdf,Code / Terminal,zero-shot(0.2708)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST01 (1).pdf,Code / Terminal,zero-shot(0.2708)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST01 (2).pdf,Code / Terminal,zero-shot(0.2708)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST01 (3).pdf,Code / Terminal,zero-shot(0.2708)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST01 (4).pdf,Code / Terminal,zero-shot(0.2708)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST01.pdf,Code / Terminal,zero-shot(0.2708)
C:\Users\ajayp\Downloads\Online Application Receipt.pdf,Receipt / Invoice,zero-shot(0.271)
C:\Users\ajayp\Downloads\Graph Work Sheet.pdf,Chart / Data,zero-shot(0.2713)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\7- Linting Python Code.mp4,Code / Terminal,zero-shot(0.2717)
C:\Users\ajayp\Downloads\VL2025260504667_AST03.pdf,Code / Terminal,zero-shot(0.2729)
C:\Users\ajayp\Downloads\BCSE303L-CAT-1-B1-2023-2024.pdf,Other,zero-shot(0.2744)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-06_Module-4.pdf,Other,zero-shot(0.2762)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-12_Vector-space (1).pdf,Other,zero-shot(0.2762)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-12_Vector-space (2).pdf,Other,zero-shot(0.2762)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-12_Vector-space.pdf,Other,zero-shot(0.2762)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-30_Linear-transformation-.pdf,Other,zero-shot(0.2762)
C:\Users\ajayp\Downloads\style.css,Other,zero-shot(0.2771)
C:\Users\ajayp\Downloads\Expense Tracker\static\style.css,Other,zero-shot(0.2771)
C:\Users\ajayp\Downloads\include.pdf,Code / Terminal,zero-shot(0.2794)
C:\Users\ajayp\Downloads\include_inc2_merged.pdf,Code / Terminal,zero-shot(0.2794)
C:\Users\ajayp\Downloads\2- Compiled Python Files.mp4,Code / Terminal,zero-shot(0.281)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\8- Modules\2- Compiled Python Files.mp4,Code / Terminal,zero-shot(0.281)
C:\Users\ajayp\Downloads\6- Sending Text Messages (1).mp4,Chat / Messages,zero-shot(0.2816)
C:\Users\ajayp\Downloads\MSTeamsSetup.exe,Other,zero-shot(0.2842)
C:\Users\ajayp\Downloads\10- Working with Excel Spreadsheets.mp4,Chart / Data,zero-shot(0.2843)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\10- Working with Excel Spreadsheets.mp4,Chart / Data,zero-shot(0.2843)
C:\Users\ajayp\Downloads\wallapaper\12751-3840x2160-desktop-4k-peaky-blinders-wallpaper-photo.jpg,Photo,zero-shot(0.2844)
C:\Users\ajayp\Downloads\Assessment 5 (2).pdf,Code / Terminal,zero-shot(0.2865)
C:\Users\ajayp\Downloads\Assessment 5.docx,Code / Terminal,zero-shot(0.2865)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ELA_2026-01-05_Linux-Commands-Categories.pdf,Code / Terminal,zero-shot(0.2865)
C:\Users\ajayp\Downloads\Docker Desktop Installer.exe,Code / Terminal,zero-shot(0.2877)
C:\Users\ajayp\Downloads\VID_20260414_181959.mp4,Other,zero-shot(0.2885)
C:\Users\ajayp\Downloads\carbon.png,Code / Terminal,zero-shot(0.2923)
C:\Users\ajayp\Downloads\4- Pipenv.mp4,Other,zero-shot(0.2933)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\4- Pipenv.mp4,Other,zero-shot(0.2933)
C:\Users\ajayp\Downloads\14- Sending Emails.mp4,Chat / Messages,zero-shot(0.2942)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\14- Sending Emails.mp4,Chat / Messages,zero-shot(0.2942)
C:\Users\ajayp\Downloads\kruskal.cpp,Other,zero-shot(0.2949)
C:\Users\ajayp\Downloads\6- Sending Text Messages.mp4,Chat / Messages,zero-shot(0.2957)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\6- Sending Text Messages.mp4,Chat / Messages,zero-shot(0.2957)
C:\Users\ajayp\Downloads\files (1)\styles.css,Other,zero-shot(0.296)
C:\Users\ajayp\Downloads\vit-lms-extension\vit-lms-extension\styles.css,Other,zero-shot(0.296)
C:\Users\ajayp\Downloads\1- Pypi.mp4,Other,zero-shot(0.2962)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\1- Pypi.mp4,Other,zero-shot(0.2962)
C:\Users\ajayp\Downloads\prims.cpp,Other,zero-shot(0.2987)
C:\Users\ajayp\Downloads\Operating Systems Lab Assessment Solutions (1).pdf,Code / Terminal,zero-shot(0.2994)
C:\Users\ajayp\Downloads\Operating Systems Lab Assessment Solutions.pdf,Code / Terminal,zero-shot(0.2994)
C:\Users\ajayp\Downloads\BAPHY105-CAT-2-C2-2025-2026 (1).pdf,Other,zero-shot(0.3011)
C:\Users\ajayp\Downloads\VID-20251114-WA0234.mp4,Other,zero-shot(0.3023)
C:\Users\ajayp\Downloads\BAPHY105-CAT-2-C1-2025-2026 (2).pdf,Other,zero-shot(0.3029)
C:\Users\ajayp\Downloads\21- Extending Built-in Types.mp4,Other,zero-shot(0.3041)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\21- Extending Built-in Types.mp4,Other,zero-shot(0.3041)
C:\Users\ajayp\Downloads\BAPHY105-CAT-2-C1-2025-2026 (1).pdf,Other,zero-shot(0.3056)
C:\Users\ajayp\Downloads\2- Pip.mp4,Other,zero-shot(0.306)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\2- Pip.mp4,Other,zero-shot(0.306)
C:\Users\ajayp\Downloads\BAPHY105-CAT-2-C2-2025-2026.pdf,Other,zero-shot(0.3087)
C:\Users\ajayp\Downloads\ChatGPT - Choose note style.pdf,Other,zero-shot(0.3091)
C:\Users\ajayp\Downloads\carbon (1).png,Code / Terminal,zero-shot(0.3092)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\9- Running Python Code.mp4,Code / Terminal,zero-shot(0.3116)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ELA_2025-12-09_Linux-Commands.pdf,Code / Terminal,zero-shot(0.3121)
C:\Users\ajayp\Downloads\CPP_Study_Notes (2).docx,Code / Terminal,zero-shot(0.3148)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\11- How Python Code is Executed.mp4,Code / Terminal,zero-shot(0.3149)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\4- Code Editors.mp4,Code / Terminal,zero-shot(0.316)
C:\Users\ajayp\Downloads\Git-2.50.0-64-bit.exe,Code / Terminal,zero-shot(0.3176)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\8- Formatting Python Code.mp4,Code / Terminal,zero-shot(0.318)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\9- For..Else.mp4,Other,zero-shot(0.3184)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\5- Jupyter Shortcuts.mp4,Code / Terminal,zero-shot(0.3192)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-12_N-Queens (1).pptx,Other,zero-shot(0.3199)
C:\Users\ajayp\Downloads\index.html,Other,zero-shot(0.3202)
C:\Users\ajayp\Downloads\Index.tsx,Other,zero-shot(0.3202)
C:\Users\ajayp\Downloads\files (1)\index.html,Other,zero-shot(0.3202)
C:\Users\ajayp\Downloads\Expense Tracker\.git\index,Other,zero-shot(0.3202)
C:\Users\ajayp\Downloads\Expense Tracker\templates\index.html,Other,zero-shot(0.3202)
C:\Users\ajayp\Downloads\Picture1.pdf,Other,zero-shot(0.3206)
C:\Users\ajayp\Downloads\balabolka.zip,Other,zero-shot(0.3215)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260500573_CS1.pdf,Other,zero-shot(0.322)
C:\Users\ajayp\Downloads\Untitled design.mp4,Other,zero-shot(0.3249)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-09_AVL-Trees.pptx,Other,zero-shot(0.3249)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-12_N-Queens (2).pptx,Other,zero-shot(0.325)
C:\Users\ajayp\Downloads\1- Classes.mp4,Other,zero-shot(0.3251)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\1- Classes.mp4,Other,zero-shot(0.3251)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-04-16_NP-HARD.pptx,Other,zero-shot(0.3284)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST05.pdf,Other,zero-shot(0.3289)
C:\Users\ajayp\Downloads\SAMPLE Apaar id (1).pdf,ID / Sensitive,zero-shot(0.3298)
C:\Users\ajayp\Downloads\SAMPLE Apaar id.pdf,ID / Sensitive,zero-shot(0.3298)
C:\Users\ajayp\Downloads\BACSE103-CAT-2-D1-2025-2026.pdf,Other,zero-shot(0.3315)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST04.pdf,Other,zero-shot(0.3319)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST04 (2).pdf,Other,zero-shot(0.3334)
C:\Users\ajayp\Downloads\OllamaSetup.exe,Other,zero-shot(0.3336)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\0. Websites you may like\1. Get Free Premium Accounts Daily On Our Discord Server!.txt,Other,zero-shot(0.3357)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-12_LIFO-FIFO.pptx,Other,zero-shot(0.3368)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST02.pdf,Other,zero-shot(0.339)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\pre-receive.sample,Other,zero-shot(0.3415)
C:\Users\ajayp\Downloads\desktop.ini,Other,zero-shot(0.3418)
C:\Users\ajayp\Downloads\VSCodeUserSetup-x64-1.101.1.exe,Code / Terminal,zero-shot(0.3434)
C:\Users\ajayp\Downloads\6- xargs.mp4,Other,zero-shot(0.3444)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\6- xargs.mp4,Other,zero-shot(0.3444)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260500573_CS1 (1).pdf,Other,zero-shot(0.3482)
C:\Users\ajayp\Downloads\files (1)\script.js,Other,zero-shot(0.3511)
C:\Users\ajayp\Downloads\viewer.html,Other,zero-shot(0.3519)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\update.sample,Other,zero-shot(0.353)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260503743_AST01.pdf,Other,zero-shot(0.3541)
C:\Users\ajayp\Downloads\5 Cs.pdf,Other,zero-shot(0.359)
C:\Users\ajayp\Downloads\16- Command-line Arguments.mp4,Code / Terminal,zero-shot(0.3598)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\16- Command-line Arguments.mp4,Code / Terminal,zero-shot(0.3598)
C:\Users\ajayp\Downloads\Lab 1 Study Program.docx,Code / Terminal,zero-shot(0.3601)
C:\Users\ajayp\Downloads\Lab 1 Study Program.pdf,Code / Terminal,zero-shot(0.3601)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-12_N-Queens.pptx,Other,zero-shot(0.3663)
C:\Users\ajayp\Downloads\18- Sets (1).mp4,Other,zero-shot(0.3702)
C:\Users\ajayp\Downloads\15- Tuples.mp4,Other,zero-shot(0.3703)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\15- Tuples.mp4,Other,zero-shot(0.3703)
C:\Users\ajayp\Downloads\BACSE104_2025-12-08_00-10-16.zip,Other,zero-shot(0.3709)
C:\Users\ajayp\Downloads\german.html,Other,zero-shot(0.3711)
C:\Users\ajayp\Downloads\dijistra.cpp,Other,zero-shot(0.3722)
C:\Users\ajayp\Downloads\BACSE105_2025-12-08_00-11-02.zip,Other,zero-shot(0.3733)
C:\Users\ajayp\Downloads\18- Sets (2).mp4,Other,zero-shot(0.3751)
C:\Users\ajayp\Downloads\BACSE106_2025-12-08_00-11-52.zip,Other,zero-shot(0.3753)
C:\Users\ajayp\Downloads\BACSE105_2025-11-19_19-14-36.zip,Other,zero-shot(0.3754)
C:\Users\ajayp\Downloads\BACSE104_2025-11-19_19-18-23.zip,Other,zero-shot(0.3777)
C:\Users\ajayp\Downloads\BACSE106_2025-11-19_19-18-59.zip,Other,zero-shot(0.3778)
C:\Users\ajayp\Downloads\test,Other,zero-shot(0.3778)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\8- Admin.mp4,Other,zero-shot(0.3837)
C:\Users\ajayp\Downloads\18- Sets.mp4,Other,zero-shot(0.3914)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\18- Sets.mp4,Other,zero-shot(0.3914)
C:\Users\ajayp\Downloads\0E70135254458E5EA7907C6E46DCA9C962491E51 (1).torrent,Other,zero-shot(0.392)
C:\Users\ajayp\Downloads\bfs.cpp,Other,zero-shot(0.3969)
C:\Users\ajayp\Downloads\7- xxargs.mp4,Other,zero-shot(0.4084)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\7- xxargs.mp4,Other,zero-shot(0.4084)
C:\Users\ajayp\Downloads\dsa,Other,zero-shot(0.4174)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\1c\bb8230ae0aa0a13b581c834aaea2645ea08335,Other,zero-shot(0.4175)
C:\Users\ajayp\Downloads\Expense Tracker\.git\HEAD,Other,zero-shot(0.4193)
C:\Users\ajayp\Downloads\Expense Tracker\.git\logs\HEAD,Other,zero-shot(0.4193)
C:\Users\ajayp\Downloads\0E70135254458E5EA7907C6E46DCA9C962491E51.torrent,Other,zero-shot(0.4259)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\9a\bad59b71ff273bca141e979732d72802dd7fd0,Other,zero-shot(0.4335)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\aa\bd747b1412b30c547735c8f810ea86ff9ea429,Other,zero-shot(0.4409)
C:\Users\ajayp\Downloads\Expense Tracker\.git\description,Other,zero-shot(0.4444)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\97\aa45d7909ac3db573d7d3b26b96cef54dd4f8e,Other,zero-shot(0.4471)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\d9\00f30e6b077c829707b47a7af771b75fd2ed07,Other,zero-shot(0.4483)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\e0\1a994d95a1bb3eb377edfa280736a3d0f2ea4b,Other,zero-shot(0.4497)
C:\Users\ajayp\Downloads\10- VSCode Coding Tricks - Windows.mp4,Code / Terminal,zero-shot(0.4502)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\10- VSCode Coding Tricks - Windows.mp4,Code / Terminal,zero-shot(0.4502)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\4- Views.mp4,Other,zero-shot(0.4514)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\70\b310cef6024ac38551992b2c5f1b214b30eb3c,Other,zero-shot(0.4535)
C:\Users\ajayp\Downloads\5- Virtual Environments in VSCode.mp4,Code / Terminal,zero-shot(0.4559)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\5- Virtual Environments in VSCode.mp4,Code / Terminal,zero-shot(0.4559)
C:\Users\ajayp\Downloads\edit.html,Other,zero-shot(0.4585)
C:\Users\ajayp\Downloads\Expense Tracker\templates\edit.html,Other,zero-shot(0.4585)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\6f\7afab2c7ebed4825b12c5e153be95a508f7ee6,Other,zero-shot(0.4586)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\11- VSCode Coding Tricks - Mac.mp4,Code / Terminal,zero-shot(0.4594)
C:\Users\ajayp\Downloads\files.zip,Other,zero-shot(0.4611)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\1c\d44628dbc0a12a6a1ff3de542cedebc76c08c4,Other,zero-shot(0.4627)
C:\Users\ajayp\Downloads\Expense Tracker\.git\objects\80\ab39e6ba0aa376e2b12fce0216500b755b9c74,Other,zero-shot(0.4726)
C:\Users\ajayp\Downloads\Expense Tracker\.git\refs\heads\main,Other,zero-shot(0.4899)
C:\Users\ajayp\Downloads\Expense Tracker\.git\refs\remotes\origin\main,Other,zero-shot(0.4899)
C:\Users\ajayp\Downloads\Expense Tracker\.git\logs\refs\heads\main,Other,zero-shot(0.4899)
C:\Users\ajayp\Downloads\Expense Tracker\.git\logs\refs\remotes\origin\main,Other,zero-shot(0.4899)
C:\Users\ajayp\Downloads\Best-Resume-Template.docx,Other,zero-shot(0.493)
